Normalized.Title,Normalized.Creator,Work.In.Norton,Checkouts
Notes On The Assemblage,Juan Felipe Herrera,False,33
The Martin Luther King Junior Companion,Martin Luther King Jr.,False,32
A New Life,Bernard Malamud,False,32
The Great Clod,Gary Snyder,False,32
Golf Dreams,John Updike,False,32
New And Collected Poems 1964,Ishmael Reed,False,32
Sent By Earth,Alice Walker,False,32
Happy Birthday Wanda June,Kurt Vonnegut,False,32
The Complete Henry Bech,John Updike,False,31
Baby Doll,Tennessee Williams,False,31
Ride Down Mount Morgan,Arthur Miller,False,31
The Winged Seed,Li-Young Lee,False,31
A Wild Patience Has Taken Me This Far,Adrienne Rich,False,31
The Complete Stories,Bernard Malamud,False,31
Why No Confederate Statues In Mexico,Ishmael Reed,False,31
Battle Of Angels,Tennessee Williams,False,31
Transbluesency,Amiri Baraka,False,31
The Lost Son,Theodore Roethke,True,31
Good Things Out Of Nazareth,Flannery O' Connor,False,30
A Dialogue,James Baldwin,False,30
Paradise,Donald Barthelme,False,30
Blue Moon Over Thurman Street,Ursula K. Le Guin,False,30
Nobody Home,Gary Snyder,False,30
Anne Sexton,Anne Sexton,False,30
The Folding Cliffs,W.S. Merwin,False,30
Digging,Amiri Baraka,False,30
Hub Fans Bid Kid Adieu,John Updike,False,30
The Teachings Of Don B,Donald Barthelme,False,30
Dien Cai Dau,Yusef Komunyakaa,False,30
Three Poems,John Ashbery,False,29
Le��tes�� Slezy,Philip K. Dick,False,29
Pleasure Dome,Yusef Komunyakaa,False,29
Collected Prose,Charles Olson,False,29
Echoes Down The Corridor,Arthur Miller,False,29
Bech,John Updike,False,29
Interviews = Entrevistas,Gloria Anzaldúa,False,28
On The Poet And His Craft,Theodore Roethke,False,28
Houseboat Days,John Ashbery,False,28
Some Kind Of Love Story,Arthur Miller,False,28
Amateurs,Donald Barthelme,False,28
Encounters With Chinese Writers,Annie Dillard,False,28
Selected Poems,John Updike,False,28
The Two,Tennessee Williams,False,28
The Eyes Have It,Philip K. Dick,False,28
Bech Is Back,John Updike,False,28
The Selected Letters Of John Berryman,John Berryman,False,27
The Letters Of Robert Lowell,Robert Lowell,False,27
Straw For The Fire From The Notebooks Of Theodore Roethke 1943,Theodore Roethke,False,27
Toni Morrison,Toni Morrison,False,27
To Be Young Gifted And Black,Lorraine Hansberry,False,27
Art Chronicles 1954,Frank O'Hara,False,27
The Complete Muhammad Ali,Ishmael Reed,False,27
Plays,Arthur Miller,False,27
Mister Spaceship,Philip K. Dick,False,27
The Heart Is Strange,John Berryman,False,27
The Hanging Stranger,Philip K. Dick,False,27
Blood Bread And Poetry,Adrienne Rich,False,26
It All Adds Up,Saul Bellow,False,26
The Collected Poems Of Charles Olson,Charles Olson,False,26
The Same Door,John Updike,False,26
Focus,Arthur Miller,False,26
Vieux Carre,Tennessee Williams,False,26
Period Of Adjustment,Tennessee Williams,False,26
From A Land Where Other People Live,Audre Lorde,False,26
Resurrection Blues,Arthur Miller,False,26
Alison Bechdel,Alison Bechdel,False,25
Caterpillar Dogs,Tennessee Williams,False,25
Henrys Fate,John Berryman,False,25
Hugging The Shore,John Updike,False,25
Can You Hear Bird,John Ashbery,False,25
Forty Stories,Donald Barthelme,False,25
The Leroi Jones,Amiri Baraka,False,25
The Dolphin,Robert Lowell,False,25
Great Days,Donald Barthelme,False,25
Journals Mid,Allen Ginsberg,False,25
Testimony A Tribute To Charlie Parker,Yusef Komunyakaa,False,25
Stairs To The Roof,Tennessee Williams,False,25
Recovery,John Berryman,False,24
Fugitive Kind,Tennessee Williams,False,24
Selected Poems,Randall Jarrell,False,24
A Coast Of Trees,A. R. Ammons,False,24
Baptism Of Desire,Louise Erdrich,False,24
Humpty Dumpty In Oakland,Philip K. Dick,False,24
My Wicked Wicked Ways,Sandra Cisneros,False,24
In The Presence Of The Sun,N. Scott Momaday,False,23
Going Too Far,Ishmael Reed,False,23
The Lucky Stone,Lucille Clifton,False,23
Jacklight,Louise Erdrich,False,23
Her Blue Body Everything We Know,Alice Walker,False,23
The Portable Arthur Miller,Arthur Miller,False,23
Donald Barthelme,Donald Barthelme,False,23
Overnight To Many Distant Cities,Donald Barthelme,False,23
A Door In The Hive,Denise Levertov,False,23
The Selected Poems 1951,A. R. Ammons,False,23
King Malcolm Baldwin,Martin Luther King Jr.,False,22
Carver Country,Raymond Carver,False,22
The Sign In Sidney Brusteins Window A Drama In Three Acts,Lorraine Hansberry,False,22
Poems 1968,Denise Levertov,False,22
The Complete Poems,Randall Jarrell,False,22
Resistencia,Julia Alvarez,False,22
The Free,Ishmael Reed,False,22
As Umbrellas Follow Rain,John Ashbery,False,22
Piper In The Woods,Philip K. Dick,False,22
Dragon Country A Book Of Plays,Tennessee Williams,False,21
Plath,Sylvia Plath,False,21
The Ride Down Mount Morgan,Arthur Miller,False,21
The Black Woman,Toni Cade Bambara,False,21
Cinnamon Girl,Juan Felipe Herrera,False,21
How I Learned What I Learned,August Wilson,False,21
Washing My Mothers Body,Joy Harjo,False,20
Senegal Taxi,Juan Felipe Herrera,False,20
Losing Battles,Eudora Welty,False,20
The Presence Of Grace,Flannery O' Connor,False,20
The Terrible Stories,Lucille Clifton,False,20
Magic City,Yusef Komunyakaa,False,20
Country Churchyards,Eudora Welty,False,20
The Little Disturbances Of Man,Grace Paley,False,20
Life In The Forest,Denise Levertov,False,20
The Selected Letters Of Philip K,Philip K. Dick,False,20
Selected Letters 1957,Jack Kerouac,False,20
Men On The Moon,Simon J. Ortiz,False,20
Shall We Gather At The River,James Wright,False,20
The Misfits,Arthur Miller,False,20
Rivers And Mountains,John Ashbery,False,20
China Men,Maxine Hong Kingston,False,20
In The Name Of Salome,Julia Alvarez,False,19
Good Night Willie Lee Ill See You In The Morning,Alice Walker,False,19
Lao Tzu,Ursula K. Le Guin,False,19
Habitations Of The Word,William H. Gass,False,19
The Reed Reader,Ishmael Reed,False,19
The Creation Of The World,Arthur Miller,False,19
Haiti Noir 2,Edwidge Danticat,False,19
Prometheus Bound,Robert Lowell,False,19
Reading Myself,Philip Roth,False,19
Out There Somewhere,Simon J. Ortiz,False,19
American Blues,Tennessee Williams,False,19
New And Collected Poems,Grace Paley,False,19
Lecture And Speech Of Acceptance Upon The Award Of The Nobel Prize For Literature Delivered In Stockholm On The Seventh Of December Nineteen Hundred And Ninety,Toni Morrison,False,18
Opening The Hand,W.S. Merwin,False,18
The Will To Change,Adrienne Rich,False,18
An Atlas Of The Difficult World,Adrienne Rich,False,18
A Memory Of Two Mondays,Arthur Miller,False,18
Reckless Eyeballing,Ishmael Reed,False,18
The Avenue Bearing The Initial Of Christ Into The New World,Galway Kinnell,False,18
An Anthology Of Twentieth,Elizabeth Bishop,False,18
A Wave,John Ashbery,False,18
The Achievement Of Theodore Roethke,Theodore Roethke,False,18
Flow Chart,John Ashbery,False,18
Horses Make A Landscape Look More Beautiful,Alice Walker,False,18
Something Cloudy Something Clear,Tennessee Williams,False,17
Yellow Back Radio Broke,Ishmael Reed,False,17
Facing Nature,John Updike,False,17
The Woman At The Washington Zoo,Randall Jarrell,False,17
The King,Donald Barthelme,False,17
The Freeing Of The Dust,Denise Levertov,False,17
East Window,W.S. Merwin,False,17
The Best American Science Fiction And Fantasy 2019,Carmen Maria Machado,False,17
Dark Fields Of The Republic,Adrienne Rich,False,17
Two,Lucille Clifton,False,17
My Garden,Jamaica Kincaid,False,17
The Autobiography Of Leroi Jones,Amiri Baraka,False,17
Dirty Dinky,Theodore Roethke,False,17
Deep Sightings And Rescue Missions,Toni Cade Bambara,False,17
Anything We Love Can Be Saved,Alice Walker,False,17
The House On Marshland,Louise Glück,False,17
Everybodys Protest Novel,James Baldwin,False,16
The Sorrow Dance,Denise Levertov,False,16
The Collected Last Plays,Lorraine Hansberry,False,16
He Who Hunted Birds In His Fathers Village,Gary Snyder,False,16
Neon Vernacular,Yusef Komunyakaa,False,16
Tossing And Turning,John Updike,False,16
Copacetic,Yusef Komunyakaa,False,16
Da Xiang Zi,Toni Morrison,False,16
Clothes For A Summer Hotel,Tennessee Williams,False,16
Spring Storm,Tennessee Williams,False,16
Five Ways To Forgiveness,Ursula K. Le Guin,False,15
Your Native Land Your Life,Adrienne Rich,False,15
Amorous Nightmares Of Delay,Frank O'Hara,False,15
The Poet In The World,Denise Levertov,False,15
A Book,John Updike,False,15
The Ancient Child,N. Scott Momaday,False,15
The Gourd Dancer,N. Scott Momaday,False,15
Human Stain,Philip Roth,False,15
Leaning Forward,Grace Paley,False,15
Notebooks Of A Chile Verde Smuggler,Juan Felipe Herrera,False,15
The Darker Face Of The Earth,Rita Dove,False,15
Family Pictures,Gwendolyn Brooks,False,15
The Bride Of The Innisfallen,Eudora Welty,False,15
The Brigadier And The Golf Widow,John Cheever,False,15
Thieves Of Paradise,Yusef Komunyakaa,False,15
The Caterpillar Dogs,Tennessee Williams,False,15
In The Bar Of A Tokyo Hotel,Tennessee Williams,False,14
Midpoint,John Updike,False,14
Guilty Pleasures,Donald Barthelme,False,14
Odd Jobs,John Updike,False,14
Once,Alice Walker,False,14
Firstborn; [Poems.,Louise Glück,False,14
I Rise In Flame Cried The Phoenix,Tennessee Williams,False,14
The Yellow House On The Corner,Rita Dove,False,14
The World Within The Word,William H. Gass,False,14
Indian Journals March 1962,Allen Ginsberg,False,14
The Day Room,Don Delillo,False,14
Black Magic,Amiri Baraka,False,14
Small Craft Warnings,Tennessee Williams,False,14
Collected Poems,Gary Snyder,False,14
The Freedom Of The Poet,John Berryman,False,14
K��pi Iyagi,Julia Alvarez,False,14
Wakefulness,John Ashbery,False,14
Eulogies,Amiri Baraka,False,13
Pow Wow,Ishmael Reed,False,13
To Disembark,Gwendolyn Brooks,False,13
The Last Yankee,Arthur Miller,False,13
Selected Writings,Charles Olson,False,13
Collected Prose,James Merrill,False,13
Daggers And Javelins,Amiri Baraka,False,13
Selected Poems 1946,James Merrill,False,13
Snapshots Of A Daughter,Adrienne Rich,False,13
The World Of Gwendolyn Brooks,Gwendolyn Brooks,False,13
Trading Twelves,Ralph Ellison,False,13
A Lovely Sunday For Creve Coeur,Tennessee Williams,False,13
The Knightly Quest,Tennessee Williams,False,13
Buchanan Dying,John Updike,False,13
Why The Black Hole Sings The Blues,Ishmael Reed,False,13
Berrymans Shakespeare,John Berryman,False,12
Party At The Zoo,Theodore Roethke,False,12
A Scattering Of Salts,James Merrill,False,12
The Red Devil Battery Sign,Tennessee Williams,False,12
Berrymans Sonnets,John Berryman,False,12
As We Know,John Ashbery,False,12
Living By The Word,Alice Walker,False,12
Razor,Amiri Baraka,False,12
I Am Says The Lamb,Theodore Roethke,False,12
The Carpentered Hen,John Updike,False,12
Opposites,Richard Wilbur,False,12
Our God Is Marching On,Martin Luther King Jr.,False,12
I Dont Need You Any More,Arthur Miller,False,12
Tony And The Beetles,Philip K. Dick,False,12
The Theater Essays Of Arthur Miller,Arthur Miller,False,12
Ancestral Voice,N. Scott Momaday,False,12
Skatefate,Juan Felipe Herrera,False,12
A Whole World,James Merrill,False,11
Les Blancs,Lorraine Hansberry,False,11
To Stay Alive,Denise Levertov,False,11
Night Train To Tuxtla,Juan Felipe Herrera,False,11
Relearning The Alphabet,Denise Levertov,False,11
Reported Sightings,John Ashbery,False,11
Windblown World,Jack Kerouac,False,11
Conversations With Tim O'Brien,Tim O'Brien,False,11
Sumerian Vistas,A. R. Ammons,False,11
Kaddish,Allen Ginsberg,False,11
The Plays,Ishmael Reed,False,11
The Compass Flower,W.S. Merwin,False,11
Shadow Train,John Ashbery,False,11
Two,Arthur Miller,False,11
Preface To A Twenty Volume Suicide Note,Amiri Baraka,False,11
"Hard Words, And Other Poems",Ursula K. Le Guin,False,11
Light Up The Cave,Denise Levertov,False,11
Funk Lore,Amiri Baraka,False,10
Selected Longer Poems,A. R. Ammons,False,10
Salesman In Beijing,Arthur Miller,False,10
The Letters Of John Cheever,John Cheever,False,10
A Good Journey,Simon J. Ortiz,False,10
Bartletts Poems For Occasions,Billy Collins,False,10
For The Union Dead,Robert Lowell,True,10
God'S Grace,Bernard Malamud,False,10
More Opposites,Richard Wilbur,False,10
Laughing Out Loud I Fly,Juan Felipe Herrera,False,10
You Touched Me,Tennessee Williams,False,10
The Archbishops Ceiling,Arthur Miller,False,10
Brink Road,A. R. Ammons,False,10
Worldly Hopes,A. R. Ammons,False,10
Collected Poems 1951,A. R. Ammons,False,10
The Green Wall,James Wright,False,10
The Baptism And The Toilet,Amiri Baraka,False,9
Beyond Vietnam,Martin Luther King Jr.,False,9
The Terrible Twos,Ishmael Reed,False,9
And The Stars Were Shining,John Ashbery,False,9
Willie Masters Lonesome Wife,William H. Gass,False,9
American Journal,Robert Hayden,False,9
Collected Poems,Ursula K. Le Guin,False,9
Woven Stone,Simon J. Ortiz,False,9
The Lost World,Randall Jarrell,False,9
Assorted Prose,John Updike,False,9
Mister Peters Connections,Arthur Miller,False,9
Three Plays,John Ashbery,False,9
Good Times,Lucille Clifton,False,9
The Song Of Roland,W.S. Merwin,False,9
Thunderweavers,Juan Felipe Herrera,False,9
Slave Ship,Amiri Baraka,False,9
Letter From Birmingham Jail,Martin Luther King Jr.,True,9
Kipling Auden And Co,Randall Jarrell,False,9
Green With Beasts,W.S. Merwin,False,9
We Dream Of Honour,John Berryman,False,9
Going To The Territory,Ralph Ellison,False,9
Allen Verbatim,Allen Ginsberg,False,9
The First Cities,Audre Lorde,False,8
The Stories Of Bernard Malamud,Bernard Malamud,False,8
Pig Dreams,Denise Levertov,False,8
Angle Of Ascent,Robert Hayden,False,8
The Fall Of America Journals 1965,Allen Ginsberg,False,8
The American Clock,Arthur Miller,False,8
Report From Part One,Gwendolyn Brooks,False,8
The Moving Target,W.S. Merwin,False,8
Doctor Martin Luther King Junior On Love,Martin Luther King Jr.,False,8
The Achievement Of Robert Lowell,Robert Lowell,False,8
The Jacobs Ladder,Denise Levertov,True,8
Through The Ivory Gate,Rita Dove,False,8
Truth And Beautiful Meaningful Lies,Jack Kerouac,False,8
In The Winter Of Cities,Tennessee Williams,False,8
Imitations,Robert Lowell,False,8
The Golden Years And The Man Who Had All The Luck,Arthur Miller,False,8
Museum,Rita Dove,False,8
Writings To An Unfinished Accompaniment,W.S. Merwin,False,8
Near The Ocean,Robert Lowell,False,7
Best Minds Of My Generation,Allen Ginsberg,False,7
Iron Curtain Journals,Allen Ginsberg,False,7
Saint Judas,James Wright,False,7
Report From Part Two,Gwendolyn Brooks,False,7
Stopped Rocking,Tennessee Williams,False,7
Selected Letters,Theodore Roethke,False,7
Notebook 1967,Robert Lowell,False,7
The Luck Of Friendship,Tennessee Williams,False,7
Beckonings,Gwendolyn Brooks,False,7
Glare,A. R. Ammons,False,7
Danger Memory,Arthur Miller,False,7
Asian Figures,W.S. Merwin,False,7
The Poems Of Richard Wilbur,Richard Wilbur,False,7
Ralph Ellison,Ralph Ellison,False,7
Kingdom Of Earth,Tennessee Williams,False,6
Shrovetide In Old New Orleans,Ishmael Reed,False,6
The Moderns,Amiri Baraka,False,6
Times Power,Adrienne Rich,False,6
The Catbirds Song,Richard Wilbur,False,6
Lake Effect Country,A. R. Ammons,False,6
Necessities Of Life,Adrienne Rich,False,6
Stephen Crane,John Berryman,False,6
The Dead Lecturer,Amiri Baraka,False,6
Life Among The Aryans,Ishmael Reed,False,6
A Broadside Treasury,Gwendolyn Brooks,False,6
Good News About The Earth,Lucille Clifton,False,6
Everett Andersons 1 2 3,Lucille Clifton,False,6
The House Of Being,Natasha Trethewey,False,6
Raise Race Rays Raze,Amiri Baraka,False,6
Androgyne Mon Amour,Tennessee Williams,False,6
Collected Novels And Plays,James Merrill,False,6
Super Cilantro Girl,Juan Felipe Herrera,False,5
A Change Of World,Adrienne Rich,False,5
Idiots First,Bernard Malamud,False,5
Family Business,Allen Ginsberg,False,5
Catechism Of D Neoamerican Hoodoo Church,Ishmael Reed,False,5
El Secreto De La Fuerza Sobrehumana,Alison Bechdel,False,5
Verse,John Updike,False,5
Dubin'S Lives,Bernard Malamud,False,5
Little Friend Little Friend,Randall Jarrell,False,5
The Tenants,Bernard Malamud,False,5
Animae,W.S. Merwin,False,5
History,Robert Lowell,False,5
New And Collected Poems,Ishmael Reed,False,5
Prietita And The Ghost Woman,Gloria Anzaldúa,False,5
Black Fire,Amiri Baraka,False,5
The Portable Jack Kerouac,Jack Kerouac,False,5
Responses,Richard Wilbur,False,4
The Diamond Cutters,Adrienne Rich,False,4
The Source Of Self Regard,Toni Morrison,False,4
Airing Dirty Laundry,Ishmael Reed,False,4
The Last Analysis,Saul Bellow,False,4
Pictures Of Fidelman,Bernard Malamud,False,4
Par��do ��i Lngk��n,George Saunders,False,4
Collected Poems Of John Updike 1953,John Updike,False,4
First Blues,Allen Ginsberg,False,4
Selected Poems,Robert Hayden,False,4
Scripts For The Pageant,James Merrill,False,4
Collected Plays 1987,Arthur Miller,False,4
Selected Translations 1948,W.S. Merwin,False,4
Selected Poems By Adrienne Rich,Adrienne Rich,False,4
Pramater��,Kurt Vonnegut,False,4
Rembrandt'S Hat,Bernard Malamud,False,3
Plays,Tennessee Williams,False,3
Last Of The Curlews,W.S. Merwin,False,3
Glad Tidings,John Cheever,False,3
In Our Terribleness,Amiri Baraka,False,3
Some Spanish Ballads,W.S. Merwin,False,3
The African Svelte,Billy Collins,False,3
Three Plays,N. Scott Momaday,False,3
Losses,Randall Jarrell,False,3
Kaleidoscope,Robert Hayden,False,3
Black Art,Amiri Baraka,False,3
The Ballad Of The Burglar Of Babylon,Elizabeth Bishop,False,3
The Terrible Threes,Ishmael Reed,False,3
Wallace Stevens,Ronald Sukenick,False,3
Leaflets,Adrienne Rich,False,3
Telephone Poles,John Updike,False,3
Spontaneous Mind,Allen Ginsberg,False,2
Jerome,Randall Jarrell,False,2
Collected Prose,Robert Lowell,False,2
Tennessee Williams Letters To Donald Windham 1940,Tennessee Williams,False,2
The People,Bernard Malamud,False,2
Bingo Palace,Louise Erdrich,False,2
Blood For A Stranger,Randall Jarrell,False,2
Situation Normal,Arthur Miller,False,2
Four Black Revolutionary Plays,Amiri Baraka,False,2
The Old Glory,Robert Lowell,False,1
Afro,Robert Hayden,False,1
Solo Nosotros,Claudia Rankine,False,1
The White Book,Don Delillo,False,1
The Dammerung,Octavia E. Butler,False,1
Bloodchild And Other Stories,Octavia E. Butler,False,1
Collected Plays 1964,Arthur Miller,False,1
Wise Whys Ys,Amiri Baraka,False,1
Footprints,Denise Levertov,False,1
Walking To Sleep,Richard Wilbur,False,1
Aloneness,Gwendolyn Brooks,False,1
Spirit Reach,Amiri Baraka,False,1
