,UsageClass,CheckoutOutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,Creator,Subjects,Publisher,PublicationYear,ISBN,Normalized.Creator,Normalized.Title,BirthYear,DeathYear,Work.In.Norton,CheckoutDate
11801,Physical,Horizon,BOOK,2017,3,1,The Joy Luck Club [text (large print)] / Amy Tan.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction, Large type books","Thorndike Press,",1989.0,,Amy Tan,The Joy Luck Club,1952,,True,2017-03-01T08:00Z
11802,Physical,Horizon,BOOK,2017,2,1,The bonesetter's daughter [text (large print)] / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, Large type books, China Fiction, Domestic fiction","Thorndike Press,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-02-01T08:00Z
11803,Physical,Horizon,BOOK,2017,2,1,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-02-01T08:00Z
11804,Physical,Horizon,BOOK,2017,3,4,The kitchen god's wife / Amy Tan.,"Tan, Amy","Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction","Penguin,",2006.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2017-03-01T08:00Z
11805,Physical,Horizon,BOOK,2017,2,2,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Domestic fiction, Sisters Fiction","Penguin Books,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-02-01T08:00Z
11806,Physical,Horizon,BOOK,2017,4,7,The Valley of Amazement / Amy Tan.,"Tan, Amy","Americans China Fiction, Art Fiction, Courtesans Fiction, Family secrets Fiction, Identity Psychology Fiction, Kidnapping Fiction, Mothers and daughters Fiction, Shanghai China Fiction, San Francisco Calif Fiction, Historical fiction","Ecco, an imprint of HarperCollinsPublishers,",,,Amy Tan,The Valley Of Amazement,1952,,False,2017-04-01T07:00Z
11807,Physical,Horizon,BOOK,2017,4,1,Saving fish from drowning / Amy Tan.,"Tan, Amy","Tourists Crimes against Fiction, Americans Burma Fiction, Missing persons Fiction, Burma Fiction, Thrillers Fiction","Putnam,",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2017-04-01T07:00Z
11808,Physical,Horizon,BOOK,2017,4,1,The opposite of fate [text (large print)] : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism, Large type books","Thorndike Press,",2003.0,,Amy Tan,The Opposite Of Fate,1952,,False,2017-04-01T07:00Z
11809,Physical,Horizon,BOOK,2017,4,2,The kitchen god's wife / Amy Tan.,"Tan, Amy","Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction","Penguin,",2006.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2017-04-01T07:00Z
11810,Physical,Horizon,BOOK,2017,4,1,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-04-01T07:00Z
11811,Physical,Horizon,BOOK,2017,4,2,The Joy Luck Club [text (large print)] / Amy Tan.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction, Large type books","Thorndike Press,",1989.0,,Amy Tan,The Joy Luck Club,1952,,True,2017-04-01T07:00Z
11812,Physical,Horizon,BOOK,2017,4,5,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Domestic fiction, Sisters Fiction","Penguin Books,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-04-01T07:00Z
11813,Physical,Horizon,BOOK,2017,4,3,The Moon Lady / Amy Tan ; illustrated by Gretchen Schields.,"Tan, Amy","Wishes Juvenile fiction, Grandmothers Juvenile fiction, China Juvenile literature, China Fiction, Wishes Fiction, Grandmothers Fiction","Aladdin Paperbacks,",,,Amy Tan,The Moon Lady,1952,,False,2017-04-01T07:00Z
11814,Physical,Horizon,BOOK,2017,4,1,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-04-01T07:00Z
11815,Physical,Horizon,BOOK,2017,4,2,The Joy Luck Club / Amy Tan.,"Tan, Amy","Women Societies and clubs Fiction, Reminiscing in old age Fiction, San Francisco Calif Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Loss Psychology Fiction, Female friendship Fiction, Mothers Death Fiction, Domestic fiction","Penguin Books,",,,Amy Tan,The Joy Luck Club,1952,,True,2017-04-01T07:00Z
11816,Physical,Horizon,BOOK,2017,6,1,Saving fish from drowning / Amy Tan.,"Tan, Amy","Tourists Crimes against Fiction, Americans Burma Fiction, Missing persons Fiction, Burma Fiction, Thrillers Fiction","Putnam,",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2017-06-01T07:00Z
11817,Physical,Horizon,BOOK,2017,6,8,The Valley of Amazement / Amy Tan.,"Tan, Amy","Americans China Fiction, Art Fiction, Courtesans Fiction, Family secrets Fiction, Identity Psychology Fiction, Kidnapping Fiction, Mothers and daughters Fiction, Shanghai China Fiction, San Francisco Calif Fiction, Historical fiction","Ecco, an imprint of HarperCollinsPublishers,",,,Amy Tan,The Valley Of Amazement,1952,,False,2017-06-01T07:00Z
11818,Physical,Horizon,BOOK,2017,5,8,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Domestic fiction, Sisters Fiction","Penguin Books,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-05-01T07:00Z
11819,Physical,Horizon,BOOK,2017,6,2,The Joy Luck Club [text (large print)] / Amy Tan.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction, Large type books","Thorndike Press,",1989.0,,Amy Tan,The Joy Luck Club,1952,,True,2017-06-01T07:00Z
11820,Physical,Horizon,BOOK,2017,5,5,The Joy Luck Club / Amy Tan.,"Tan, Amy","Women Societies and clubs Fiction, Reminiscing in old age Fiction, San Francisco Calif Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Loss Psychology Fiction, Female friendship Fiction, Mothers Death Fiction, Domestic fiction","Penguin Books,",,,Amy Tan,The Joy Luck Club,1952,,True,2017-05-01T07:00Z
11821,Physical,Horizon,BOOK,2017,5,3,The kitchen god's wife / Amy Tan.,"Tan, Amy","Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction","Penguin,",2006.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2017-05-01T07:00Z
11822,Physical,Horizon,BOOK,2017,6,1,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Putnam,",,,Amy Tan,The Opposite Of Fate,1952,,False,2017-06-01T07:00Z
11823,Physical,Horizon,BOOK,2017,6,1,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-06-01T07:00Z
11824,Physical,Horizon,BOOK,2017,5,1,The Joy Luck Club [text (large print)] / Amy Tan.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction, Large type books","Thorndike Press,",1989.0,,Amy Tan,The Joy Luck Club,1952,,True,2017-05-01T07:00Z
11825,Physical,Horizon,BOOK,2017,5,1,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Putnam,",,,Amy Tan,The Opposite Of Fate,1952,,False,2017-05-01T07:00Z
11826,Physical,Horizon,BOOK,2017,5,3,Saving fish from drowning / Amy Tan.,"Tan, Amy","Tourists Crimes against Fiction, Americans Burma Fiction, Missing persons Fiction, Burma Fiction, Thrillers Fiction","Putnam,",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2017-05-01T07:00Z
11827,Physical,Horizon,BOOK,2017,5,2,The Moon Lady / Amy Tan ; illustrated by Gretchen Schields.,"Tan, Amy","Wishes Juvenile fiction, Grandmothers Juvenile fiction, China Juvenile literature, China Fiction, Wishes Fiction, Grandmothers Fiction","Aladdin Paperbacks,",,,Amy Tan,The Moon Lady,1952,,False,2017-05-01T07:00Z
11828,Physical,Horizon,BOOK,2017,6,4,The Joy Luck Club / Amy Tan.,"Tan, Amy","Women Societies and clubs Fiction, Reminiscing in old age Fiction, San Francisco Calif Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Loss Psychology Fiction, Female friendship Fiction, Mothers Death Fiction, Domestic fiction","Penguin Books,",,,Amy Tan,The Joy Luck Club,1952,,True,2017-06-01T07:00Z
11829,Physical,Horizon,BOOK,2017,5,1,Saving fish from drowning / Amy Tan.,"Tan, Amy","Americans Burma Fiction, Missing persons Fiction, Tourists Crimes against Fiction, Burma Fiction, Thrillers Fiction, Large type books","Thorndike Press,",2006.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2017-05-01T07:00Z
11830,Physical,Horizon,BOOK,2017,5,1,The opposite of fate [text (large print)] : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism, Large type books","Thorndike Press,",2003.0,,Amy Tan,The Opposite Of Fate,1952,,False,2017-05-01T07:00Z
11831,Physical,Horizon,BOOK,2017,6,2,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Domestic fiction, Sisters Fiction","Penguin Books,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-06-01T07:00Z
11832,Physical,Horizon,BOOK,2017,6,3,The kitchen god's wife / Amy Tan.,"Tan, Amy","Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction","Penguin,",2006.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2017-06-01T07:00Z
11833,Physical,Horizon,BOOK,2017,6,1,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","Ballantine Books,",,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-06-01T07:00Z
11834,Physical,Horizon,BOOK,2017,6,3,The Moon Lady / Amy Tan ; illustrated by Gretchen Schields.,"Tan, Amy","Wishes Juvenile fiction, Grandmothers Juvenile fiction, China Juvenile literature, China Fiction, Wishes Fiction, Grandmothers Fiction","Aladdin Paperbacks,",,,Amy Tan,The Moon Lady,1952,,False,2017-06-01T07:00Z
11835,Physical,Horizon,BOOK,2017,6,1,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-06-01T07:00Z
11836,Physical,Horizon,BOOK,2017,5,9,The Valley of Amazement / Amy Tan.,"Tan, Amy","Americans China Fiction, Art Fiction, Courtesans Fiction, Family secrets Fiction, Identity Psychology Fiction, Kidnapping Fiction, Mothers and daughters Fiction, Shanghai China Fiction, San Francisco Calif Fiction, Historical fiction","Ecco, an imprint of HarperCollinsPublishers,",,,Amy Tan,The Valley Of Amazement,1952,,False,2017-05-01T07:00Z
11837,Physical,Horizon,BOOK,2017,7,1,Xi fu hui = The Joy Luck Club / Tan Enmei zhu ; Yu Renrui yi.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction","Lian he wen xue chu ban she : Zong jing xiao lian jing chu ban shi ye gong si,",,,Amy Tan,The Joy Luck Club,1952,,True,2017-07-01T07:00Z
11838,Physical,Horizon,BOOK,2017,7,2,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-07-01T07:00Z
11839,Physical,Horizon,BOOK,2017,7,2,Saving fish from drowning / Amy Tan.,"Tan, Amy","Tourists Crimes against Fiction, Americans Burma Fiction, Missing persons Fiction, Burma Fiction, Thrillers Fiction","Putnam,",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2017-07-01T07:00Z
11840,Physical,Horizon,BOOK,2017,7,10,The Valley of Amazement / Amy Tan.,"Tan, Amy","Americans China Fiction, Art Fiction, Courtesans Fiction, Family secrets Fiction, Identity Psychology Fiction, Kidnapping Fiction, Mothers and daughters Fiction, Shanghai China Fiction, San Francisco Calif Fiction, Historical fiction","Ecco, an imprint of HarperCollinsPublishers,",,,Amy Tan,The Valley Of Amazement,1952,,False,2017-07-01T07:00Z
11841,Physical,Horizon,BOOK,2017,7,3,The Moon Lady / Amy Tan ; illustrated by Gretchen Schields.,"Tan, Amy","Wishes Juvenile fiction, Grandmothers Juvenile fiction, China Juvenile literature, China Fiction, Wishes Fiction, Grandmothers Fiction","Aladdin Paperbacks,",,,Amy Tan,The Moon Lady,1952,,False,2017-07-01T07:00Z
11842,Physical,Horizon,BOOK,2017,7,1,The Joy Luck Club [text (large print)] / Amy Tan.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction, Large type books","Thorndike Press,",1989.0,,Amy Tan,The Joy Luck Club,1952,,True,2017-07-01T07:00Z
11843,Physical,Horizon,BOOK,2017,7,11,The Joy Luck Club / Amy Tan.,"Tan, Amy","Women Societies and clubs Fiction, Reminiscing in old age Fiction, San Francisco Calif Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Loss Psychology Fiction, Female friendship Fiction, Mothers Death Fiction, Domestic fiction","Penguin Books,",,,Amy Tan,The Joy Luck Club,1952,,True,2017-07-01T07:00Z
11844,Physical,Horizon,BOOK,2017,7,2,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-07-01T07:00Z
11845,Physical,Horizon,BOOK,2017,7,8,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Domestic fiction, Sisters Fiction","Penguin Books,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-07-01T07:00Z
11846,Physical,Horizon,BOOK,2017,7,2,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Putnam,",,,Amy Tan,The Opposite Of Fate,1952,,False,2017-07-01T07:00Z
11847,Physical,Horizon,BOOK,2017,7,2,Saving fish from drowning / Amy Tan.,"Tan, Amy","Americans Burma Fiction, Missing persons Fiction, Tourists Crimes against Fiction, Burma Fiction, Thrillers Fiction, Large type books","Thorndike Press,",2006.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2017-07-01T07:00Z
11848,Physical,Horizon,BOOK,2017,7,6,The kitchen god's wife / Amy Tan.,"Tan, Amy","Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction","Penguin,",2006.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2017-07-01T07:00Z
11849,Physical,Horizon,BOOK,2017,7,1,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","Ballantine Books,",,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-07-01T07:00Z
11850,Physical,Horizon,BOOK,2017,8,9,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Domestic fiction, Sisters Fiction","Penguin Books,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-08-01T07:00Z
11851,Physical,Horizon,BOOK,2017,8,1,Saving fish from drowning / Amy Tan.,"Tan, Amy","Americans Burma Fiction, Missing persons Fiction, Tourists Crimes against Fiction, Burma Fiction, Thrillers Fiction, Large type books","Thorndike Press,",2006.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2017-08-01T07:00Z
11852,Physical,Horizon,BOOK,2017,8,1,The Joy Luck Club [text (large print)] / Amy Tan.,"Tan, Amy","Chinese Americans Fiction, Mothers and daughters United States Fiction, Large type books","Thorndike Press,",1989.0,,Amy Tan,The Joy Luck Club,1952,,True,2017-08-01T07:00Z
11853,Physical,Horizon,BOOK,2017,8,13,The Joy Luck Club / Amy Tan.,"Tan, Amy","Women Societies and clubs Fiction, Reminiscing in old age Fiction, San Francisco Calif Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Loss Psychology Fiction, Female friendship Fiction, Mothers Death Fiction, Domestic fiction","Penguin Books,",,,Amy Tan,The Joy Luck Club,1952,,True,2017-08-01T07:00Z
11854,Physical,Horizon,BOOK,2017,8,1,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-08-01T07:00Z
11855,Physical,Horizon,BOOK,2017,8,4,The Moon Lady / Amy Tan ; illustrated by Gretchen Schields.,"Tan, Amy","Wishes Juvenile fiction, Grandmothers Juvenile fiction, China Juvenile literature, China Fiction, Wishes Fiction, Grandmothers Fiction","Aladdin Paperbacks,",,,Amy Tan,The Moon Lady,1952,,False,2017-08-01T07:00Z
11856,Physical,Horizon,BOOK,2017,8,2,Saving fish from drowning / Amy Tan.,"Tan, Amy","Tourists Crimes against Fiction, Americans Burma Fiction, Missing persons Fiction, Burma Fiction, Thrillers Fiction","Putnam,",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2017-08-01T07:00Z
11857,Physical,Horizon,BOOK,2017,8,2,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","Ballantine Books,",,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-08-01T07:00Z
11858,Physical,Horizon,BOOK,2017,8,1,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-08-01T07:00Z
11859,Physical,Horizon,BOOK,2017,8,4,The kitchen god's wife / Amy Tan.,"Tan, Amy","Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction","Penguin,",2006.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2017-08-01T07:00Z
11860,Physical,Horizon,BOOK,2017,8,3,The Valley of Amazement / Amy Tan.,"Tan, Amy","Americans China Fiction, Art Fiction, Courtesans Fiction, Family secrets Fiction, Identity Psychology Fiction, Kidnapping Fiction, Mothers and daughters Fiction, Shanghai China Fiction, San Francisco Calif Fiction, Historical fiction","Ecco, an imprint of HarperCollinsPublishers,",,,Amy Tan,The Valley Of Amazement,1952,,False,2017-08-01T07:00Z
11861,Physical,Horizon,BOOK,2017,9,2,Saving fish from drowning / Amy Tan.,"Tan, Amy","Tourists Crimes against Fiction, Americans Burma Fiction, Missing persons Fiction, Burma Fiction, Thrillers Fiction","Putnam,",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2017-09-01T07:00Z
11862,Physical,Horizon,BOOK,2017,9,5,The Moon Lady / Amy Tan ; illustrated by Gretchen Schields.,"Tan, Amy","Wishes Juvenile fiction, Grandmothers Juvenile fiction, China Juvenile literature, China Fiction, Wishes Fiction, Grandmothers Fiction","Aladdin Paperbacks,",,,Amy Tan,The Moon Lady,1952,,False,2017-09-01T07:00Z
11863,Physical,Horizon,BOOK,2017,9,3,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Domestic fiction, Sisters Fiction","Penguin Books,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-09-01T07:00Z
11864,Physical,Horizon,BOOK,2017,9,1,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism, Large type books","Thorndike Press,",2003.0,,Amy Tan,The Opposite Of Fate,1952,,False,2017-09-01T07:00Z
11865,Physical,Horizon,BOOK,2017,9,2,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-09-01T07:00Z
11866,Physical,Horizon,BOOK,2017,9,2,The opposite of fate : a book of musings / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Putnam,",,,Amy Tan,The Opposite Of Fate,1952,,False,2017-09-01T07:00Z
11867,Physical,Horizon,BOOK,2017,9,1,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","G.P. Putnam's ,",2001.0,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-09-01T07:00Z
11868,Physical,Horizon,BOOK,2017,9,6,The Valley of Amazement / Amy Tan.,"Tan, Amy","Americans China Fiction, Art Fiction, Courtesans Fiction, Family secrets Fiction, Identity Psychology Fiction, Kidnapping Fiction, Mothers and daughters Fiction, Shanghai China Fiction, San Francisco Calif Fiction, Historical fiction","Ecco, an imprint of HarperCollinsPublishers,",,,Amy Tan,The Valley Of Amazement,1952,,False,2017-09-01T07:00Z
11869,Physical,Horizon,BOOK,2017,9,5,The Joy Luck Club / Amy Tan.,"Tan, Amy","Women Societies and clubs Fiction, Reminiscing in old age Fiction, San Francisco Calif Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Loss Psychology Fiction, Female friendship Fiction, Mothers Death Fiction, Domestic fiction","Penguin Books,",,,Amy Tan,The Joy Luck Club,1952,,True,2017-09-01T07:00Z
11870,Physical,Horizon,BOOK,2017,9,2,The kitchen god's wife / Amy Tan.,"Tan, Amy","Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction","Penguin,",2006.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2017-09-01T07:00Z
11871,Physical,Horizon,BOOK,2017,10,198,Where the past begins : a writer's memoir / Amy Tan.,"Tan, Amy","Tan Amy, Novelists American 20th century Biography, Creation Literary artistic etc, Autobiographies","Ecco, an imprint of HarperCollinsPublishers,",,,Amy Tan,Where The Past Begins,1952,,False,2017-10-01T07:00Z
11872,Physical,Horizon,BOOK,2017,10,2,The opposite of fate : memories of a writing life / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Penguin Books,",2004.0,,Amy Tan,The Opposite Of Fate,1952,,False,2017-10-01T07:00Z
11873,Physical,Horizon,BOOK,2017,10,1,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Sisters United States Fiction, Domestic fiction","G.P. Putnam's Sons,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-10-01T07:00Z
11874,Physical,Horizon,BOOK,2017,10,2,Saving fish from drowning / Amy Tan.,"Tan, Amy","Tourists Crimes against Fiction, Americans Burma Fiction, Missing persons Fiction, Burma Fiction, Thrillers Fiction","Putnam,",2005.0,,Amy Tan,Saving Fish From Drowning,1952,,False,2017-10-01T07:00Z
11875,Physical,Horizon,BOOK,2017,10,10,The Valley of Amazement / Amy Tan.,"Tan, Amy","Americans China Fiction, Art Fiction, Courtesans Fiction, Family secrets Fiction, Identity Psychology Fiction, Kidnapping Fiction, Mothers and daughters Fiction, Shanghai China Fiction, San Francisco Calif Fiction, Historical fiction","Ecco, an imprint of HarperCollinsPublishers,",,,Amy Tan,The Valley Of Amazement,1952,,False,2017-10-01T07:00Z
11876,Physical,Horizon,BOOK,2017,10,1,The bonesetter's daughter / Amy Tan.,"Tan, Amy","Chinese American families Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Women immigrants Fiction, Women China Fiction, China Fiction, Domestic fiction","Ballantine Books,",,,Amy Tan,The Bonesetters Daughter,1952,,False,2017-10-01T07:00Z
11877,Physical,Horizon,BOOK,2017,10,4,The kitchen god's wife / Amy Tan.,"Tan, Amy","Chinese American families Juvenile fiction, Chinese Americans Juvenile fiction, Mothers and daughters Juvenile fiction, California Juvenile fiction, China Juvenile fiction, Domestic fiction","Penguin,",2006.0,,Amy Tan,The Kitchen Gods Wife,1952,,False,2017-10-01T07:00Z
11878,Physical,Horizon,BOOK,2017,10,9,The Joy Luck Club / Amy Tan.,"Tan, Amy","Women Societies and clubs Fiction, Reminiscing in old age Fiction, San Francisco Calif Fiction, Chinese American women Fiction, Mothers and daughters Fiction, Loss Psychology Fiction, Female friendship Fiction, Mothers Death Fiction, Domestic fiction","Penguin Books,",,,Amy Tan,The Joy Luck Club,1952,,True,2017-10-01T07:00Z
11879,Physical,Horizon,BOOK,2017,10,7,The hundred secret senses / Amy Tan.,"Tan, Amy","Chinese American women Fiction, Domestic fiction, Sisters Fiction","Penguin Books,",,,Amy Tan,The Hundred Secret Senses,1952,,False,2017-10-01T07:00Z
11880,Physical,Horizon,BOOK,2017,10,6,The Moon Lady / Amy Tan ; illustrated by Gretchen Schields.,"Tan, Amy","Wishes Juvenile fiction, Grandmothers Juvenile fiction, China Juvenile literature, China Fiction, Wishes Fiction, Grandmothers Fiction","Aladdin Paperbacks,",,,Amy Tan,The Moon Lady,1952,,False,2017-10-01T07:00Z
11881,Physical,Horizon,BOOK,2017,11,3,The opposite of fate : memories of a writing life / Amy Tan.,"Tan, Amy","Tan Amy, Tan Amy Family, Novelists American 20th century Family relationships, Novelists American 20th century Biography, Chinese Americans Biography, Free will and determinism, Chinese American families, Fiction Authorship, Fate and fatalism","Penguin Books,",2004.0,,Amy Tan,The Opposite Of Fate,1952,,False,2017-11-01T07:00Z
